codigo|codigo_intersectado
12300               |04400               
03400               |12500               
05300               |09450               
08700               |04800B              
14900               |01200               
08400               |13100               
07300A              |03000               
14900               |05400A              
06200               |03700               
14270               |18750               
38300               |33200               
17300A              |09600               
35700B              |36200               
05300               |08600               
04300               |08400               
14925               |15100               
01175A              |06425               
14400               |18950               
13500A              |08800               
06675               |07675B              
06850               |14700               
03600               |15500               
07800               |04900B              
05800A              |08100               
13800A              |17700               
15900               |05275A              
36700               |32600B              
03950               |07600               
00900               |08875A              
06400               |08700               
16700               |07675B              
08500               |07200               
04700               |08870               
08275               |17750A              
09000               |05700C              
35800               |39900               
38000C              |39100               
15100               |05850A              
07200               |02700               
13300               |01200               
19900A              |10275B              
13300               |05400A              
10100               |04000               
02900               |08400               
10800               |17100               
07500B              |06200               
15300               |12000               
12700               |06400               
14500B              |07200               
04200               |06700A              
05800A              |13100               
20300A              |05800B              
06425               |01575               
21100               |05275C              
08475B              |07775               
06675               |11500A              
18900               |11000               
04700               |08000               
11100               |05000B              
08800               |14700               
11675A              |12800               
14500B              |09600               
19500A              |09600               
09900A              |04200               
13600A              |17300B              
09000               |02900               
12200               |15100               
10300               |06850               
07450A              |08925A              
06800               |04500               
08900               |04025               
05700C              |08600               
08890A              |00700               
18900               |10000               
18300A              |13600A              
                    |10275               
02600               |06900A              
10000               |18900               
15900               |12600               
11500A              |04800B              
05675               |18100A              
06200               |06500B              
03600               |11950               
06000               |15300               
12900A              |08800               
09250B              |16700               
12700               |08275               
01200               |12950A              
03200               |07100A              
06100B              |02800               
07000               |06100A              
17900A              |10200               
02800               |14700               
03200               |11500A              
05850C              |20700A              
08400               |08100               
03600               |06300C              
00800               |14700               
11500A              |07000               
11000               |18900               
07900               |03200               
08200               |11900               
19750               |13675               
16500               |07675B              
35100               |39600               
06200               |14100B              
40700               |33400               
13500A              |09200               
09250B              |16500               
14000A              |18700               
06400               |07300B              
16500               |07400               
03600               |07150A              
14300               |08275               
08000               |13900               
07200               |04100               
02000A              |11100               
06500B              |05200A              
15700               |05850A              
12200               |14750               
04400               |14900               
05300               |07000               
12900A              |07600               
12200               |15700               
16300               |11400               
05600A              |13700               
07450B              |13100               
09200               |04500               
18950               |07000               
07600               |05100               
08200               |01900B              
12900A              |06850               
06400               |04300               
11750               |01800B              
00975               |07025               
08700               |08600               
07675C              |07700A              
05600B              |20500A              
04400               |13300               
02300               |07600               
06200               |06700B              
09300               |02400               
10300               |08800               
07650               |11500A              
35650               |39900               
15300               |                    
10200               |16530A              
13200               |19100B              
15900               |08275               
14300               |06400               
06700B              |06600A              
11950               |05800A              
02200               |07500A              
04000               |08500               
08600               |14100B              
07900               |09000               
10600               |19900A              
02000B              |11950               
12600               |18950               
15700               |04025               
06200               |12300               
41100               |32800               
15300               |01000               
05700A              |04200               
11450B              |17900A              
17100               |10800               
08000               |15100               
08630               |02700               
06000               |12500               
10900               |05000B              
35125               |38800G              
07450B              |08500               
14100B              |06400               
06000               |17700               
04300               |07000               
08275               |13500A              
04800B              |15900               
04800B              |11300A              
07700A              |03800               
06000               |09700               
08700               |08400               
20100               |14000B              
18900               |14000A              
06800               |05100               
04800B              |14300               
11000               |16700               
12500               |03800               
17500               |09085               
05700C              |07450B              
07000               |12700               
05100               |07800               
14250               |19350               
07300B              |07000               
33000               |36700               
05000B              |05700B              
07000               |11300A              
14100B              |08275               
15700               |01400               
09600               |15500               
11100               |02200               
13600C              |20100               
18550               |14400               
06400               |18300A              
04700               |05400A              
05200A              |17300C              
08670               |03100               
04800B              |12700               
36900               |32800               
05300               |09800               
07200               |15500               
09500               |06450               
12950A              |02000B              
03700               |05200A              
06700B              |06400               
04000               |13100               
05900A              |04200               
06400               |02300               
15100               |00600               
01600               |15950               
09700               |03800               
10000               |16700               
12100               |06200               
01800A              |08700               
05050E              |14900               
07000               |15900               
06400               |12900A              
09200               |05100               
04400               |09500               
06300B              |08450               
05800A              |08500               
10925               |06850               
09325               |07450A              
15100               |03000               
07000               |03700               
12500               |01200               
08100               |05000C              
10500               |05000C              
06900B              |05600A              
13100               |10000               
05000B              |17100               
05700C              |08400               
09275               |19500A              
16550B              |13000               
05400A              |03300               
05600A              |07900               
02475               |02400               
11500A              |04000               
16100               |11600               
08000               |15700               
04100               |06800               
11200               |16100               
13100               |11000               
08700               |07450B              
20300A              |05850C              
17700               |05400A              
                    |25500P              
07600               |04500               
06400               |13500A              
08630               |02550               
05275A              |18950               
15100               |01800B              
12300               |06400               
16700               |07200               
07300B              |06250               
00600               |14900               
16700               |09600               
07100A              |04000               
08275               |12900A              
12400               |18550               
33200               |35900A              
03400               |11700               
08200               |20900B              
04600               |07150A              
04200               |11900               
07025               |00375               
10000               |                    
06025               |05275A              
05275A              |17750A              
                    |09875A              
15500               |05800A              
11000               |16500               
15300               |06000               
00600               |13300               
15700               |00600               
05800A              |09300               
05125               |04000               
13900               |04200               
08600               |06100A              
11050               |20500B              
11000               |17300A              
07400               |13700               
09300               |04600               
05400A              |016950              
06400               |03100               
03000               |14900               
15900               |08475               
06600A              |04700               
07025               |00575               
10275               |13700               
15900               |14030               
15100               |01400               
08025               |00985               
14300               |10200               
14500B              |07675B              
08900               |03000               
18300               |05000B              
03000               |13300               
06050               |15500               
06800               |04900A              
35900B              |38800A              
13700               |07800               
07775               |08075               
10100               |07000               
08400               |08500               
06800               |14700               
05300               |08400               
04300               |08600               
03800               |09100               
09500               |                    
08700               |04000               
03100               |07600               
09275               |16700               
16500               |09600               
11700               |06675               
06700A              |03600               
16900B              |                    
16500               |07200               
10300               |07025A              
06200               |06100A              
12700               |04400               
35300               |38800G              
07000               |06500B              
20700B              |11850B              
21100               |08275               
14270               |19300               
06500B              |05985               
04200               |07500A              
15900               |10200               
05675               |13700               
16300               |08850               
33600               |38300               
35300               |39600               
01800B              |14900               
09275               |16500               
15900               |05200A              
02000A              |09750               
14700               |12200               
08000               |05900B              
11600               |16500               
07000               |06700B              
09200               |14700               
06800               |06300B              
03700               |08275C              
05450A              |14700               
02200               |06700A              
11600               |20300B              
06500B              |06400               
08100               |02000A              
03100               |08800               
11300A              |04400               
10500               |02000A              
15700               |01800B              
06100A              |08200               
18150A              |05000B              
01800B              |13300               
04600               |15500               
04200               |16100               
05300               |07450B              
05975               |04000               
02900               |07000               
04000               |08100               
14300               |04400               
13300               |08000               
07900               |03400               
36600B              |40300B              
05550               |09400A              
06400               |02100               
04800B              |12300               
15900               |05275C              
09400A              |04500               
17900A              |08275               
34600B              |37700               
16300               |11200               
                    |18100B              
37900               |37200               
07450A              |06300B              
12600               |18300A              
04800B              |14100B              
11500A              |08400               
05250C              |17300C              
07000               |12300               
14500B              |07400               
11000               |14500B              
16550B              |12000               
04870               |03700               
08300               |04600               
01700A              |08200               
02600               |06100B              
15900               |04400               
03700               |06600A              
05200A              |04750               
15700               |03000               
08275C              |04700               
03400               |15300               
04100               |09400A              
10200               |16930               
07425               |00975               
09300               |07200               
06100B              |02600               
35300               |37625               
06225B              |07875               
07050               |07900               
40000               |34700               
06600A              |03100               
04025               |09500               
04500               |07800               
03700               |08200               
15300               |01200               
08400               |06100A              
09000               |12500               
15100               |04200               
13300               |06450               
00375               |06425               
37500               |33400               
18550               |12400               
35400B              |37700               
04100               |08250B              
09800               |14100B              
13900               |01400               
09300               |02000A              
01200               |15700               
39900               |33200               
39900               |36600B              
05300               |09200               
03000               |12900A              
06500B              |05000B              
05700C              |07600               
08895               |18300A              
14700               |03200               
13000               |15300               
04400               |08700               
00800               |15950               
06400               |04700               
09700               |06000               
19900               |11800               
08600               |08500               
07000               |08100               
13500A              |07000               
02600               |14700               
05400A              |06300A              
04000               |14100B              
                    |12500               
10700A              |02600               
33000               |36900               
18900               |09600               
14270               |18500A              
17700               |06000               
10500               |07200               
15500               |02800               
38600G              |34500               
14500B              |11000               
06100A              |06600A              
15500               |00800               
15950               |00800               
18900               |07200               
04000               |12300               
04600               |07900               
07400               |19100B              
13200               |18100A              
06200               |08500               
02000A              |10500               
04800B              |08100               
05200A              |18950               
                    |09700               
20100               |09050               
02800               |06900A              
07150A              |02600               
02000B              |14500A              
08700               |08800               
16900A              |10250               
11200               |20750               
00985               |07625               
01800B              |13500A              
05200A              |05300               
12500               |06000               
19900               |09250B              
11900               |03600               
15100               |11200               
05400A              |15100               
16900D              |08475               
08925A              |07800               
17900B              |18175               
12900A              |08600               
01200               |15100               
11450B              |16900A              
02100               |08400               
11100               |05275C              
13200               |17500               
04200               |08900               
14700               |09000               
05650A              |06025               
18770               |13200               
16500               |13400A              
04700               |06000               
13200               |20500C              
07625               |01175B              
08100               |04600               
12475               |16925               
02000B              |13700               
02700               |06200               
08000               |04900B              
02300               |08600               
05450B              |20700A              
15300               |02450               
01800B              |12900A              
09100               |03600               
34600B              |37900               
11100               |04400               
36900               |35000A              
06400               |15350               
11900               |02000B              
12400               |16100               
08300               |02000A              
03400               |07100A              
07800               |02150               
00375               |06625               
09800               |17900A              
05250B              |20300A              
10500               |06050               
03800               |07300A              
17500               |12200               
13400B              |19350               
03400               |11500A              
40300A              |32800               
05275A              |17300C              
05700C              |08800               
06250               |13100               
15300               |11675A              
06900A              |02800               
13675               |19900               
12350               |06400               
07675C              |08700               
05500A              |05800A              
12100               |02600               
40200               |34900               
13500B              |03400               
03200               |09700               
13500A              |08600               
13300               |01000               
05400A              |05900B              
11300A              |02200               
09200               |05550               
                    |25100P              
                    |05000C              
17700               |13800A              
00600               |13500A              
03200               |12500               
16300               |00600               
13100               |07400               
09300               |05000C              
04100               |05800A              
37375               |37325               
03500               |08000               
13100               |10275               
                    |39100               
18100B              |09800               
11100               |05050E              
16700               |13400A              
10300               |07000               
08700               |07450A              
19100B              |14600               
12650               |17500               
06400               |14900               
05600A              |15500               
03800               |15700               
37300               |35400A              
16900A              |11000               
13070               |15500               
19100B              |11275B              
02450               |15700               
14100A              |00600               
08050               |04300               
07400               |02700               
14900               |01000               
02800               |10700A              
06400               |13300               
14900               |                    
05300               |08800               
15500               |06800               
14925               |08275               
05050H              |17300C              
15700               |04200               
16900A              |10000               
11675A              |15100               
13900               |00600               
12300               |05000B              
05500B              |07400               
09325               |07450B              
06600A              |02300               
34200               |37100               
18900               |10285               
16300               |01800B              
04800B              |13100               
12800               |16550B              
07100B              |07200               
13900               |03000               
12900A              |04800B              
05000C              |                    
10400               |16100               
17500               |08875B              
05200A              |07300B              
20700B              |11200               
02300               |07000               
10200               |17750A              
10900               |06400               
06300C              |02600               
06100A              |04400               
08900               |04200               
05800A              |06100A              
08200               |02500               
04000               |12700               
33450               |37300               
10300               |06250               
06600A              |07775               
14300               |08200               
39100               |                    
05300               |07600               
12900A              |07000               
19300               |13400B              
05700C              |09200               
05200A              |04300               
04750               |05400A              
09800               |14300               
03100               |08400               
13900               |01800B              
07800               |16300               
08275               |13300               
04000               |11300A              
06100A              |05200A              
16100               |05675               
11300B              |06200               
19100B              |05800A              
11675A              |15700               
04000               |14300               
13100               |07675B              
06700B              |05000B              
40300A              |32400B              
12700               |02200               
07000               |13100               
03300               |08630               
11200               |20700B              
15700               |11200               
07800               |13900               
15900               |08200               
05900B              |09050               
17300A              |11000               
09800               |15900               
04000               |15900               
25100P              |                    
14100A              |01800B              
20500C              |13600C              
19500A              |09250B              
40100B              |36050B              
03800               |15100               
07500B              |06800               
05800B              |20700A              
08400               |09125               
20100               |11200               
09100               |05600A              
10500               |02400               
13300               |06000               
04800B              |08500               
06200               |08100               
11700               |05400A              
34700               |39800               
16500               |11000               
12700               |07250A              
34000               |36100A              
11400               |16100               
12300               |02200               
09500               |03800               
20950               |08200               
08400               |06500B              
06800               |07500B              
20700A              |05250B              
07450B              |14300               
07675B              |15500               
08475               |12650               
09050               |05525               
02100               |07000               
33400               |37700               
07300A              |04200               
40900               |35200               
15900               |05000B              
16700               |09250B              
05080               |10900               
02200               |08900               
13300               |09400B              
07100B              |07100A              
04100               |06200               
14900               |06000               
09750               |02200               
11900               |05600A              
07450B              |12700               
02450               |16300               
05000C              |10500               
16100               |02000B              
06900A              |02600               
06400               |09500               
13600B              |19300               
05800A              |03700               
09325               |08600               
19100B              |10275B              
13800B              |20100               
05500A              |06200               
14300               |05000B              
07000               |08500               
07800               |15100               
03200               |15300               
16550B              |11850A              
09000               |03500               
07875               |06225B              
39500               |38000C              
08275C              |04300               
12900A              |04000               
03800               |13900               
34600A              |36100A              
03500               |05400A              
11275B              |17900A              
12100               |06800               
08400               |12300               
37300               |34000               
18300               |05200A              
13500A              |08400               
06600A              |07300B              
05800A              |15900               
09600               |13700               
25500P              |25400P              
                    |10000               
10500               |07400               
10925               |07000               
13300               |05250A              
15700               |10800               
12300               |08200               
11700               |03800               
06500A              |04400               
05600A              |04100               
04400               |12900A              
11100               |06400               
07775               |08275A              
12000               |15300               
36600A              |36100B              
20750               |11200               
03000               |08700               
12700               |05000B              
05100               |09000               
02800               |06100B              
11300B              |05800A              
16700               |10250               
05800A              |14300               
06600A              |04300               
17300C              |05400A              
07200               |13700               
07150A              |02800               
35500               |37625               
01800A              |07700A              
15500               |10600               
15700               |12400               
05000B              |11900               
15100               |11400               
05800A              |12700               
14750               |12400               
19150               |13200               
14950               |06200               
04200               |09900A              
15500               |02600               
07250A              |08050               
07675C              |09325               
35050               |35900A              
11675A              |13900               
10700A              |02800               
19100B              |14200               
14700               |03400               
34600A              |35700B              
17700               |13000               
19500C              |13275               
10300               |04000               
01175A              |07425               
08925A              |08250C              
20150               |13250B              
05200A              |03100               
20900B              |11600               
                    |15300               
03800               |05700A              
06300C              |02800               
09100               |05675               
03300               |05600A              
01725               |06400               
09700               |                    
25500P              |25050P              
08400               |11300A              
05400A              |13900               
04025               |14900               
01200               |13900               
12900A              |08400               
02100               |08600               
06675               |11700               
37600B              |39900               
13100               |04600               
10100               |06850               
06000               |02900               
39100               |37000               
07450B              |09125               
01600               |14700               
08400               |15900               
14000A              |18900               
05400A              |16300               
02300               |08400               
09400A              |05550               
04025               |13300               
01200               |16300               
03600               |07900               
08500               |02000A              
15900               |10400               
13400A              |16700               
35500               |35000A              
15300               |08000               
11900               |05675               
00575               |06625               
35900B              |39000A              
13100               |06050               
12500               |                    
02900               |08800               
02400               |06300C              
05800A              |14100B              
39100               |38000C              
13670               |13650               
37625               |37675               
08200               |20700B              
03200               |11700               
05800A              |06700B              
40300B              |34850               
00900               |08675A              
13000               |17700               
08400               |12700               
06000               |10100               
03100               |07000               
15500               |01600               
01400               |12900A              
15950               |01600               
13700               |07650               
01000               |15300               
07225               |01375               
08100               |07050               
19900A              |10600               
06250               |08500               
19350               |11600               
10485               |18100B              
06600A              |05300               
18950               |13600B              
10500               |07050               
08200               |03900               
12900A              |07450B              
04700               |                    
02900               |07600               
16700               |11000               
00575               |06425               
08800               |05550               
36100B              |36800A              
08475               |07775               
07300B              |07450A              
41300               |32600B              
05800A              |06025               
13400A              |16500               
06800               |12100               
05000B              |16100               
05800A              |06500B              
16500               |09250B              
07500A              |03600               
09900A              |03000               
08200               |10700B              
05500B              |07200               
16700               |10000               
04300               |09200               
05400B              |20700A              
01400               |13500A              
08600               |13100               
15100               |12400               
13700               |09000               
15700               |11400               
10200               |18300A              
07650               |11700               
06100A              |06400               
15100               |10800               
13850               |15900               
13500B              |03200               
10900               |04400               
07450B              |14100B              
07400               |15500               
08250B              |06100A              
05600A              |02700               
05275A              |13300               
06200               |13100               
08400               |03700               
02700               |05800A              
19100B              |15000               
20500C              |13800B              
07000               |09300               
05850A              |14900               
00700               |08875A              
07800               |05900B              
04550A              |09600               
37100               |33400               
06050               |13700               
40300B              |34600B              
12600               |16550B              
02000A              |08300               
                    |13430               
06500B              |08200               
13100               |07200               
04700               |08600               
07450A              |06700B              
08400               |08825               
06500B              |07400               
14900               |04000               
05800A              |18500A              
13600A              |16900D              
02300               |06000               
06800               |12300               
16100               |12400               
14500B              |08275               
13700               |06200               
05800A              |05275B              
18900               |11250B              
11850B              |20700B              
37675               |35700B              
08300               |04400               
05000C              |07900               
15900               |04600               
04875               |04700               
                    |08475               
16500               |05275C              
12900A              |06000               
08275A              |08825               
                    |19150               
05700C              |08000               
14300               |06050               
11100               |02000A              
07800               |02900               
08025               |                    
11250B              |18300A              
13300               |04000               
10100               |07075               
12700               |07200               
10100               |05400A              
21100               |07675B              
33400               |37100               
10275B              |19300               
13200               |20300B              
07000               |06300B              
04900A              |05800A              
25100P              |25050P              
18300A              |10675               
06800               |06700B              
18100B              |                    
09600               |16500               
03400               |13900               
11300A              |04600               
16750               |05400A              
09175               |01625               
14700               |05800A              
06600A              |03900               
10285               |18900               
07875               |07775               
15900               |06050               
12900B              |09800               
18300A              |06000               
06700A              |03000               
06800               |14100B              
03400               |16300               
05900B              |05600A              
07800               |10100               
06600A              |10700B              
14300               |04600               
10700A              |04850C              
07200               |16500               
08275               |18300B              
20900B              |11850B              
04875               |05000E              
15700               |02000B              
40200               |34700               
16500               |08475               
14300               |09600               
08275C              |03900               
13200               |16700               
05000B              |04750               
09600               |16700               
04800B              |14700               
14300               |07200               
10000               |15500               
08200               |05300               
12700               |04600               
12950A              |01400               
07675B              |21100               
04000               |06100B              
13150A              |03000               
                    |05200A              
16500               |14030               
07200               |16700               
06800               |06500B              
11300A              |07200               
02400               |09750               
35300               |38400A              
03500               |09200               
16900D              |13400A              
13100               |13900               
07950               |07450B              
09200               |14100B              
03600               |12550               
14800               |18950               
15900               |07200               
34850               |40500               
09525               |07450A              
16770               |07600               
15700               |03600               
05600A              |12350               
09300               |04400               
06200               |04500               
15900               |09600               
18300A              |12050               
07450A              |09125               
08500               |01800A              
36300               |36200               
06600A              |08900               
03800               |10300               
11000               |15500               
07000               |04900A              
10100               |03800               
13230               |15700               
11200               |13500A              
08600               |08925A              
10400               |16570A              
06000               |05900B              
08275               |07675C              
07000               |14700               
07450A              |06500B              
41300               |32800               
